mussels,tuna_tartare
prime_rib,ceviche
mussels,chocolate_cake
baby_back_ribs,beef_carpaccio
hummus,takoyaki
escargots,tuna_tartare
tuna_tartare,ceviche
grilled_cheese_sandwich,grilled_salmon
french_onion_soup,sashimi
nachos,tuna_tartare
prime_rib,tuna_tartare
prime_rib,tuna_tartare
mussels,ceviche
french_onion_soup,miso_soup
foie_gras,miso_soup
samosa,gyoza
baby_back_ribs,takoyaki
pork_chop,seaweed_salad
escargots,pizza
mussels,tuna_tartare
oysters,sashimi
oysters,pho
mussels,tuna_tartare
oysters,takoyaki
escargots,takoyaki
escargots,red_velvet_cake
escargots,pizza
tuna_tartare,sashimi
mussels,tuna_tartare
pork_chop,sashimi
escargots,tuna_tartare
nachos,carrot_cake
oysters,takoyaki
pho,tuna_tartare
baby_back_ribs,takoyaki
french_onion_soup,ice_cream
mussels,donuts
oysters,pho
oysters,sashimi
ceviche,sashimi
seaweed_salad,nachos
oysters,seaweed_salad
prime_rib,tuna_tartare
oysters,tuna_tartare
hummus,seaweed_salad
oysters,sashimi
oysters,tuna_tartare
mussels,ramen
oysters,sashimi
oysters,beet_salad
mussels,takoyaki
mussels,pho
apple_pie,takoyaki
prime_rib,tuna_tartare
spring_rolls,seaweed_salad
escargots,beet_salad
chicken_wings,tuna_tartare
escargots,beet_salad
oysters,tuna_tartare
miso_soup,sashimi
oysters,tuna_tartare
escargots,tuna_tartare
tuna_tartare,sashimi
chocolate_mousse,sashimi
french_onion_soup,tuna_tartare
mussels,tuna_tartare
french_onion_soup,ceviche
nachos,takoyaki
oysters,tuna_tartare
escargots,escargots
escargots,sashimi
escargots,carrot_cake
scallops,tuna_tartare
apple_pie,beet_salad
escargots,tuna_tartare
escargots,tuna_tartare
prime_rib,takoyaki
beignets,sashimi
escargots,sashimi
filet_mignon,beet_salad
escargots,beet_salad
filet_mignon,sashimi
chocolate_mousse,miso_soup
filet_mignon,tuna_tartare
prime_rib,pizza
beignets,ice_cream
steak,pho
grilled_salmon,tuna_tartare
beet_salad,tuna_tartare
baby_back_ribs,tuna_tartare
chocolate_cake,sashimi
chocolate_mousse,sashimi
scallops,tuna_tartare
chocolate_mousse,sashimi
beignets,tuna_tartare
prime_rib,sashimi
pancakes,sashimi
falafel,sashimi
prime_rib,escargots
takoyaki,garlic_bread
baby_back_ribs,tuna_tartare
french_onion_soup,tuna_tartare
mussels,seaweed_salad
mussels,donuts
escargots,tuna_tartare
prime_rib,macaroni_and_cheese
seaweed_salad,tuna_tartare
peking_duck,tuna_tartare
chocolate_mousse,ramen
pancakes,chicken_curry
escargots,escargots
foie_gras,bibimbap
prime_rib,seaweed_salad
prime_rib,tuna_tartare
prime_rib,tuna_tartare
escargots,tuna_tartare
bread_pudding,ice_cream
miso_soup,sashimi
french_onion_soup,ice_cream
takoyaki,pho
escargots,pizza
prime_rib,seaweed_salad
mussels,takoyaki
seaweed_salad,seaweed_salad
oysters,tuna_tartare
samosa,ice_cream
mussels,tuna_tartare
oysters,sushi
steak,seaweed_salad
escargots,tuna_tartare
escargots,tuna_tartare
french_onion_soup,takoyaki
escargots,tuna_tartare
french_onion_soup,seaweed_salad
waffles,tuna_tartare
french_onion_soup,ice_cream
nachos,tuna_tartare
oysters,tuna_tartare
chocolate_mousse,sashimi
beet_salad,tuna_tartare
escargots,miso_soup
escargots,sashimi
prime_rib,carrot_cake
mussels,tuna_tartare
garlic_bread,tuna_tartare
mussels,beef_carpaccio
grilled_salmon,pizza
nachos,seaweed_salad
ceviche,tuna_tartare
samosa,carrot_cake
mussels,takoyaki
nachos,sashimi
prime_rib,tuna_tartare
ice_cream,sashimi
mussels,pho
oysters,ice_cream
oysters,takoyaki
deviled_eggs,sashimi
ice_cream,sashimi
escargots,tuna_tartare
seaweed_salad,seaweed_salad
lobster_roll_sandwich,sashimi
spring_rolls,tuna_tartare
french_onion_soup,sashimi
french_onion_soup,sashimi
mussels,foie_gras
strawberry_shortcake,sushi
french_onion_soup,donuts
escargots,pizza
samosa,ramen
cannoli,sashimi
mussels,sashimi
chocolate_mousse,sashimi
mussels,pho
prime_rib,beef_carpaccio
tiramisu,pizza
mussels,sashimi
tuna_tartare,seaweed_salad
french_onion_soup,donuts
mussels,pho
mussels,donuts
hummus,scallops
oysters,seaweed_salad
mussels,pizza
hummus,sashimi
oysters,pho
mussels,sashimi
escargots,seaweed_salad
panna_cotta,sashimi
escargots,sashimi
mussels,tuna_tartare
takoyaki,pho
oysters,ceviche
baby_back_ribs,tuna_tartare
mussels,donuts
peking_duck,takoyaki
prime_rib,sashimi
seaweed_salad,tuna_tartare
pho,seaweed_salad
escargots,pizza
french_onion_soup,sashimi
mussels,ice_cream
french_onion_soup,ceviche
prime_rib,miso_soup
chocolate_mousse,sashimi
miso_soup,sashimi
tuna_tartare,tuna_tartare
pancakes,tuna_tartare
steak,tuna_tartare
baby_back_ribs,beet_salad
hummus,sashimi
mussels,carrot_cake
escargots,clam_chowder
oysters,tuna_tartare
prime_rib,takoyaki
oysters,tuna_tartare
mussels,tuna_tartare
chocolate_mousse,miso_soup
spring_rolls,pho
oysters,beet_salad
mussels,chocolate_cake
mussels,tuna_tartare
french_onion_soup,ice_cream
caesar_salad,seaweed_salad
escargots,escargots
chocolate_mousse,sashimi
escargots,seaweed_salad
mussels,takoyaki
tuna_tartare,sashimi
pancakes,donuts
pizza,pho
seaweed_salad,tuna_tartare
french_onion_soup,ice_cream
french_onion_soup,sashimi
takoyaki,tuna_tartare
oysters,pho
miso_soup,seaweed_salad
grilled_cheese_sandwich,sashimi
prime_rib,sashimi
chocolate_mousse,donuts
seaweed_salad,tuna_tartare
nachos,escargots
chocolate_mousse,miso_soup
prime_rib,tuna_tartare
nachos,tuna_tartare
prime_rib,pho
chocolate_mousse,sashimi
mussels,chocolate_cake
mussels,tuna_tartare
french_onion_soup,ramen
mussels,sushi
baby_back_ribs,takoyaki
churros,donuts
escargots,sashimi
baby_back_ribs,beef_carpaccio
mussels,beet_salad
baby_back_ribs,takoyaki
prime_rib,tuna_tartare
onion_rings,seaweed_salad
mussels,takoyaki
gyoza,tuna_tartare
hummus,churros
pho,seaweed_salad
hummus,garlic_bread
pork_chop,tiramisu
paella,takoyaki
ceviche,beet_salad
breakfast_burrito,pho
samosa,ice_cream
seaweed_salad,pho
prime_rib,seaweed_salad
mussels,chocolate_mousse
beignets,sashimi
escargots,beet_salad
foie_gras,sashimi
escargots,tuna_tartare
french_onion_soup,sashimi
french_onion_soup,red_velvet_cake
mussels,pizza
samosa,tuna_tartare
tuna_tartare,chocolate_cake
mussels,tuna_tartare
mussels,tuna_tartare
samosa,ceviche
baby_back_ribs,takoyaki
chicken_wings,tuna_tartare
apple_pie,sushi
steak,tuna_tartare
chocolate_mousse,panna_cotta
ceviche,tuna_tartare
samosa,sashimi
baby_back_ribs,tuna_tartare
peking_duck,sashimi
garlic_bread,ceviche
hot_dog,pho
baby_back_ribs,tuna_tartare
prime_rib,crab_cakes
oysters,takoyaki
mussels,tuna_tartare
mussels,tuna_tartare
tuna_tartare,sashimi
ice_cream,chocolate_cake
mussels,tuna_tartare
takoyaki,beef_carpaccio
nachos,tuna_tartare
oysters,pho
ceviche,sashimi
prime_rib,takoyaki
chocolate_mousse,chocolate_cake
pho,seaweed_salad
french_onion_soup,sashimi
tuna_tartare,seaweed_salad
mussels,beet_salad
pork_chop,tuna_tartare
escargots,donuts
escargots,churros
escargots,miso_soup
escargots,ice_cream
oysters,pho
pork_chop,pho
escargots,sashimi
paella,pho
oysters,baklava
mussels,tuna_tartare
escargots,tuna_tartare
peking_duck,miso_soup
french_onion_soup,tuna_tartare
french_onion_soup,sashimi
escargots,tuna_tartare
grilled_cheese_sandwich,gyoza
escargots,pho
steak,nachos
churros,ice_cream
mussels,scallops
nachos,donuts
mussels,tuna_tartare
mussels,churros
baklava,pizza
miso_soup,sashimi
beef_tartare,pho
mussels,takoyaki
guacamole,tuna_tartare
oysters,beet_salad
foie_gras,gyoza
nachos,tuna_tartare
french_onion_soup,donuts
oysters,sashimi
mussels,baklava
french_onion_soup,churros
mussels,beet_salad
baby_back_ribs,garlic_bread
french_onion_soup,seaweed_salad
prime_rib,seaweed_salad
seaweed_salad,tuna_tartare
takoyaki,ceviche
beet_salad,beet_salad
french_onion_soup,tuna_tartare
oysters,beet_salad
escargots,sashimi
apple_pie,churros
steak,beet_salad
foie_gras,tuna_tartare
prime_rib,seaweed_salad
mussels,sushi
chicken_wings,tuna_tartare
bread_pudding,chocolate_cake
mussels,tuna_tartare
chocolate_mousse,red_velvet_cake
bread_pudding,tuna_tartare
prime_rib,seaweed_salad
mussels,tuna_tartare
caprese_salad,sashimi
ramen,pho
escargots,tuna_tartare
french_onion_soup,sashimi
mussels,takoyaki
oysters,tuna_tartare
mussels,sashimi
samosa,baklava
oysters,carrot_cake
hamburger,grilled_salmon
takoyaki,tuna_tartare
escargots,sashimi
escargots,sashimi
bibimbap,macarons
oysters,seaweed_salad
steak,sashimi
samosa,sashimi
samosa,seaweed_salad
tuna_tartare,seaweed_salad
chicken_wings,grilled_salmon
chocolate_cake,tuna_tartare
mussels,beef_carpaccio
mussels,tuna_tartare
filet_mignon,seaweed_salad
mussels,ravioli
oysters,gyoza
tuna_tartare,seaweed_salad
french_onion_soup,sashimi
filet_mignon,sashimi
prime_rib,tuna_tartare
garlic_bread,clam_chowder
chocolate_mousse,tuna_tartare
oysters,tuna_tartare
oysters,sashimi
mussels,takoyaki
nachos,tuna_tartare
steak,sashimi
miso_soup,miso_soup
french_onion_soup,sushi
french_onion_soup,tuna_tartare
baby_back_ribs,onion_rings
french_onion_soup,sashimi
mussels,seaweed_salad
prime_rib,beet_salad
deviled_eggs,macarons
french_onion_soup,sashimi
french_onion_soup,sashimi
mussels,seaweed_salad
oysters,tuna_tartare
mussels,takoyaki
grilled_salmon,sashimi
mussels,tuna_tartare
takoyaki,sashimi
mussels,tuna_tartare
nachos,gnocchi
mussels,pho
oysters,sushi
tiramisu,takoyaki
escargots,beef_carpaccio
hummus,sashimi
mussels,seaweed_salad
prime_rib,pho
escargots,seaweed_salad
prime_rib,seaweed_salad
seaweed_salad,beef_carpaccio
mussels,sashimi
mussels,tuna_tartare
mussels,takoyaki
spring_rolls,chocolate_cake
hummus,sashimi
prime_rib,tuna_tartare
hummus,pho
escargots,sashimi
apple_pie,sashimi
tuna_tartare,tuna_tartare
mussels,beet_salad
prime_rib,tuna_tartare
escargots,takoyaki
prime_rib,sashimi
panna_cotta,ceviche
baby_back_ribs,tuna_tartare
mussels,tuna_tartare
takoyaki,takoyaki
tuna_tartare,sashimi
panna_cotta,sashimi
creme_brulee,sashimi
bruschetta,sashimi
mussels,pho
prime_rib,pho
mussels,pho
caesar_salad,sashimi
baby_back_ribs,takoyaki
oysters,sashimi
pho,seaweed_salad
pho,beet_salad
tuna_tartare,ice_cream
baby_back_ribs,takoyaki
oysters,pho
pork_chop,tuna_tartare
baby_back_ribs,sashimi
oysters,gnocchi
baby_back_ribs,beef_carpaccio
ceviche,tuna_tartare
foie_gras,sashimi
mussels,tuna_tartare
samosa,tuna_tartare
oysters,baklava
paella,seaweed_salad
chicken_wings,pho
mussels,takoyaki
grilled_cheese_sandwich,sashimi
oysters,pho
mussels,bibimbap
escargots,pho
samosa,sashimi
oysters,seaweed_salad
prime_rib,seaweed_salad
escargots,beet_salad
mussels,churros
baby_back_ribs,tuna_tartare
mussels,ice_cream
pizza,takoyaki
oysters,tuna_tartare
oysters,tuna_tartare
spring_rolls,sashimi
prime_rib,pho
mussels,sashimi
ceviche,ceviche
mussels,ice_cream
french_onion_soup,sashimi
samosa,ceviche
mussels,tuna_tartare
french_onion_soup,pho
baby_back_ribs,baby_back_ribs
french_onion_soup,sashimi
caesar_salad,pho
miso_soup,sashimi
oysters,pho
guacamole,seaweed_salad
seaweed_salad,tuna_tartare
prime_rib,sashimi
spring_rolls,tuna_tartare
tuna_tartare,seaweed_salad
escargots,sashimi
pancakes,sashimi
apple_pie,tuna_tartare
seaweed_salad,seaweed_salad
mussels,tuna_tartare
chocolate_mousse,sashimi
escargots,ice_cream
escargots,seaweed_salad
bread_pudding,sashimi
beignets,carrot_cake
oysters,tuna_tartare
escargots,pho
nachos,beet_salad
escargots,donuts
peking_duck,sashimi
hummus,donuts
oysters,beet_salad
garlic_bread,sashimi
chocolate_mousse,miso_soup
seaweed_salad,tuna_tartare
mussels,seaweed_salad
french_onion_soup,waffles
chocolate_mousse,sashimi
filet_mignon,sushi
panna_cotta,tuna_tartare
baby_back_ribs,pizza
chocolate_mousse,ice_cream
tuna_tartare,takoyaki
samosa,sashimi
prime_rib,tuna_tartare
french_onion_soup,sashimi
mussels,tuna_tartare
oysters,tuna_tartare
bread_pudding,sashimi
french_onion_soup,tuna_tartare
oysters,seaweed_salad
tiramisu,sashimi
oysters,escargots
steak,tuna_tartare
baby_back_ribs,escargots
mussels,pho
miso_soup,sashimi
tuna_tartare,tuna_tartare
mussels,seaweed_salad
miso_soup,miso_soup
oysters,sushi
steak,pho
mussels,tuna_tartare
chocolate_mousse,sashimi
chocolate_mousse,pho
foie_gras,tuna_tartare
mussels,tuna_tartare
french_onion_soup,donuts
prime_rib,ice_cream
oysters,ice_cream
panna_cotta,pho
french_onion_soup,chocolate_cake
ceviche,takoyaki
escargots,pho
chocolate_cake,tuna_tartare
oysters,beet_salad
samosa,sashimi
chicken_wings,tuna_tartare
pho,tuna_tartare
french_onion_soup,ceviche
pho,tuna_tartare
tuna_tartare,pho
oysters,beet_salad
tuna_tartare,tuna_tartare
french_onion_soup,pho
oysters,sashimi
beignets,ice_cream
pho,pho
mussels,seaweed_salad
escargots,tuna_tartare
mussels,sashimi
oysters,chocolate_mousse
prime_rib,sashimi
oysters,tuna_tartare
lobster_roll_sandwich,tuna_tartare
mussels,pho
oysters,tuna_tartare
french_onion_soup,sashimi
prime_rib,sashimi
chocolate_mousse,sashimi
tuna_tartare,tuna_tartare
mussels,takoyaki
peking_duck,chocolate_cake
nachos,tuna_tartare
bread_pudding,sashimi
samosa,sashimi
pancakes,pizza
french_onion_soup,sashimi
seaweed_salad,tuna_tartare
prime_rib,pho
prime_rib,sashimi
oysters,sashimi
french_toast,bibimbap
apple_pie,takoyaki
oysters,ceviche
takoyaki,baklava
steak,creme_brulee
escargots,beet_salad
oysters,macaroni_and_cheese
bread_pudding,sashimi
french_onion_soup,ice_cream
samosa,sashimi
escargots,tuna_tartare
french_onion_soup,sashimi
french_onion_soup,sashimi
takoyaki,tuna_tartare
apple_pie,tuna_tartare
samosa,sashimi
seaweed_salad,tuna_tartare
prime_rib,tuna_tartare
prime_rib,takoyaki
tuna_tartare,seaweed_salad
mussels,pho
foie_gras,sashimi
pho,seaweed_salad
prime_rib,tuna_tartare
spring_rolls,seaweed_salad
french_onion_soup,miso_soup
samosa,takoyaki
grilled_cheese_sandwich,pizza
peking_duck,pho
escargots,sashimi
nachos,tuna_tartare
pizza,pizza
prime_rib,sashimi
french_onion_soup,tuna_tartare
steak,beet_salad
miso_soup,miso_soup
escargots,seaweed_salad
escargots,pho
peking_duck,sashimi
oysters,red_velvet_cake
chocolate_mousse,sashimi
escargots,tuna_tartare
escargots,scallops
prime_rib,seaweed_salad
prime_rib,tuna_tartare
apple_pie,sashimi
pork_chop,tuna_tartare
baby_back_ribs,tuna_tartare
escargots,pho
escargots,beef_carpaccio
chocolate_mousse,sashimi
foie_gras,tuna_tartare
gyoza,sashimi
spring_rolls,baklava
ceviche,pho
tuna_tartare,pho
escargots,seaweed_salad
bruschetta,sashimi
tuna_tartare,sashimi
spring_rolls,tuna_tartare
oysters,sashimi
french_onion_soup,tiramisu
apple_pie,donuts
takoyaki,tuna_tartare
beet_salad,tuna_tartare
oysters,pizza
samosa,ceviche
hummus,seaweed_salad
caesar_salad,sashimi
french_onion_soup,sashimi
escargots,sashimi
samosa,tuna_tartare
steak,takoyaki
nachos,ice_cream
prime_rib,ice_cream
mussels,bibimbap
french_onion_soup,macaroni_and_cheese
prime_rib,foie_gras
hummus,sushi
tuna_tartare,seaweed_salad
bread_pudding,ice_cream
chocolate_mousse,chocolate_mousse
prime_rib,pho
french_onion_soup,pho
chocolate_mousse,chocolate_mousse
mussels,takoyaki
breakfast_burrito,ice_cream
filet_mignon,tuna_tartare
peking_duck,ceviche
escargots,tuna_tartare
foie_gras,sashimi
mussels,tuna_tartare
oysters,sashimi
tuna_tartare,miso_soup
mussels,foie_gras
spring_rolls,tuna_tartare
french_onion_soup,sashimi
takoyaki,tuna_tartare
french_onion_soup,sashimi
mussels,ice_cream
oysters,seaweed_salad
mussels,seaweed_salad
chocolate_mousse,sashimi
samosa,miso_soup
french_onion_soup,sashimi
peking_duck,tuna_tartare
grilled_salmon,sashimi
peking_duck,bibimbap
foie_gras,sashimi
mussels,chocolate_cake
french_onion_soup,hummus
mussels,seaweed_salad
prime_rib,garlic_bread
oysters,takoyaki
baby_back_ribs,baby_back_ribs
pork_chop,chocolate_cake
oysters,gnocchi
mussels,tuna_tartare
baby_back_ribs,seaweed_salad
mussels,tuna_tartare
seaweed_salad,pho
takoyaki,tuna_tartare
baby_back_ribs,tuna_tartare
french_onion_soup,seaweed_salad
pork_chop,tuna_tartare
tuna_tartare,tuna_tartare
prime_rib,tuna_tartare
mussels,tuna_tartare
prime_rib,seaweed_salad
mussels,seaweed_salad
escargots,tuna_tartare
escargots,sashimi
mussels,seaweed_salad
samosa,cup_cakes
mussels,tuna_tartare
mussels,tuna_tartare
mussels,seaweed_salad
pork_chop,chocolate_cake
cheesecake,pho
mussels,tuna_tartare
pork_chop,takoyaki
escargots,sashimi
pho,beet_salad
french_onion_soup,tuna_tartare
escargots,tuna_tartare
prime_rib,baklava
mussels,takoyaki
escargots,crab_cakes
oysters,ice_cream
spring_rolls,sushi
oysters,takoyaki
peking_duck,peking_duck
mussels,beet_salad
prime_rib,chocolate_cake
mussels,donuts
pho,tuna_tartare
chocolate_mousse,sashimi
french_onion_soup,ice_cream
oysters,tuna_tartare
prime_rib,pizza
escargots,ceviche
prime_rib,sashimi
mussels,crab_cakes
prime_rib,sashimi
oysters,miso_soup
foie_gras,tuna_tartare
mussels,tuna_tartare
prime_rib,escargots
chicken_wings,takoyaki
baby_back_ribs,seaweed_salad
steak,tuna_tartare
mussels,chocolate_cake
oysters,sashimi
pork_chop,tuna_tartare
samosa,sashimi
french_onion_soup,tuna_tartare
peking_duck,sashimi
mussels,garlic_bread
oysters,pho
mussels,tuna_tartare
steak,tuna_tartare
baby_back_ribs,tuna_tartare
mussels,tuna_tartare
peking_duck,sashimi
mussels,tuna_tartare
oysters,tuna_tartare
spring_rolls,ice_cream
prime_rib,chocolate_cake
pancakes,ceviche
escargots,seaweed_salad
creme_brulee,sashimi
french_onion_soup,sashimi
ice_cream,sashimi
escargots,miso_soup
prime_rib,tuna_tartare
tuna_tartare,seaweed_salad
oysters,ceviche
mussels,tuna_tartare
chocolate_mousse,seaweed_salad
seaweed_salad,tuna_tartare
mussels,sashimi
bread_pudding,miso_soup
french_onion_soup,seaweed_salad
escargots,sushi
samosa,miso_soup
oysters,crab_cakes
prime_rib,seaweed_salad
mussels,tuna_tartare
steak,tuna_tartare
chocolate_cake,clam_chowder
ice_cream,sashimi
chocolate_cake,donuts
escargots,macaroni_and_cheese
pork_chop,escargots
miso_soup,miso_soup
peking_duck,beet_salad
french_onion_soup,miso_soup
tuna_tartare,tuna_tartare
takoyaki,chocolate_mousse
oysters,escargots
baby_back_ribs,donuts
mussels,sashimi
tuna_tartare,tuna_tartare
french_onion_soup,creme_brulee
oysters,seaweed_salad
mussels,takoyaki
escargots,ramen
mussels,tuna_tartare
french_onion_soup,miso_soup
mussels,takoyaki
french_onion_soup,ceviche
tuna_tartare,seaweed_salad
mussels,takoyaki
escargots,red_velvet_cake
chocolate_mousse,miso_soup
french_onion_soup,miso_soup
mussels,crab_cakes
escargots,tuna_tartare
prime_rib,seaweed_salad
mussels,tuna_tartare
pancakes,sashimi
pho,takoyaki
mussels,takoyaki
mussels,takoyaki
chocolate_mousse,garlic_bread
apple_pie,seaweed_salad
seaweed_salad,chocolate_cake
prime_rib,pho
scallops,tuna_tartare
chocolate_mousse,pho
takoyaki,seaweed_salad
peking_duck,takoyaki
mussels,takoyaki
takoyaki,pizza
beet_salad,seaweed_salad
baby_back_ribs,beef_carpaccio
baby_back_ribs,tuna_tartare
creme_brulee,seaweed_salad
baby_back_ribs,baklava
french_onion_soup,donuts
oysters,seaweed_salad
ice_cream,sashimi
prime_rib,tuna_tartare
mussels,pizza
peking_duck,tuna_tartare
apple_pie,sushi
mussels,tuna_tartare
samosa,creme_brulee
prime_rib,crab_cakes
apple_pie,sashimi
prime_rib,pho
mussels,carrot_cake
prime_rib,tuna_tartare
seaweed_salad,seaweed_salad
baby_back_ribs,ravioli
mussels,tuna_tartare
prime_rib,sushi
mussels,french_onion_soup
prime_rib,pho
french_onion_soup,miso_soup
mussels,pizza
mussels,tuna_tartare
prime_rib,carrot_cake
mussels,seaweed_salad
french_onion_soup,sashimi
apple_pie,cheesecake
seaweed_salad,beet_salad
oysters,sashimi
peking_duck,ceviche
